[2025-12-18 01:24:49,959] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-18 01:24:49,996] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-18 01:24:50,754] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-12-18 01:24:50,754] [INFO] [comm.py:689:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2025-12-18 01:24:50,921] [INFO] [comm.py:658:init_distributed] cdb=None
Loading model, tokenizer, processor...
Vision encoder is freezed... including:
	visual.patch_embed
	visual.rotary_pos_emb
	visual.blocks
Vision projector is freezed... including:
	visual.merger
LoRA for LLM enabled...
Loading data...
qwen2-vl
qwen2-vl
{'loss': 2.6946, 'grad_norm': 2.7217910289764404, 'learning_rate': 1.388888888888889e-06, 'epoch': 0.0}
{'loss': 0.2353, 'grad_norm': 0.35867321491241455, 'learning_rate': 0.00019551067578159738, 'epoch': 0.25}
{'loss': 0.2212, 'grad_norm': 0.48428383469581604, 'learning_rate': 0.00019549062956800156, 'epoch': 0.25}
{'loss': 0.1976, 'grad_norm': 0.22431573271751404, 'learning_rate': 0.00019547053973012832, 'epoch': 0.25}
{'loss': 0.1511, 'grad_norm': 0.2860996425151825, 'learning_rate': 0.0001954504062771555, 'epoch': 0.25}
{'loss': 0.2685, 'grad_norm': 0.5012426972389221, 'learning_rate': 0.00019543022921828107, 'epoch': 0.25}
{'loss': 0.1835, 'grad_norm': 0.36985641717910767, 'learning_rate': 0.00019541000856272263, 'epoch': 0.25}
{'loss': 0.2657, 'grad_norm': 0.4427434504032135, 'learning_rate': 0.000195389744319718, 'epoch': 0.25}
{'loss': 0.1703, 'grad_norm': 0.4034785330295563, 'learning_rate': 0.00019536943649852464, 'epoch': 0.25}
{'loss': 0.2202, 'grad_norm': 0.3307265043258667, 'learning_rate': 0.00019534908510842014, 'epoch': 0.25}
{'loss': 0.1392, 'grad_norm': 0.26726508140563965, 'learning_rate': 0.00019532869015870182, 'epoch': 0.25}
{'loss': 0.2239, 'grad_norm': 0.25942516326904297, 'learning_rate': 0.0001953082516586871, 'epoch': 0.25}
{'loss': 0.1801, 'grad_norm': 0.278220534324646, 'learning_rate': 0.00019528776961771308, 'epoch': 0.25}
{'loss': 0.1341, 'grad_norm': 0.24051758646965027, 'learning_rate': 0.00019526724404513685, 'epoch': 0.25}
{'loss': 0.2861, 'grad_norm': 0.45914438366889954, 'learning_rate': 0.00019524667495033544, 'epoch': 0.25}
{'loss': 0.2072, 'grad_norm': 0.25825729966163635, 'learning_rate': 0.00019522606234270565, 'epoch': 0.25}
{'loss': 0.1879, 'grad_norm': 0.25803717970848083, 'learning_rate': 0.00019520540623166425, 'epoch': 0.25}
{'loss': 0.1542, 'grad_norm': 0.4046110212802887, 'learning_rate': 0.00019518470662664787, 'epoch': 0.25}
{'loss': 0.1232, 'grad_norm': 0.26244503259658813, 'learning_rate': 0.00019516396353711296, 'epoch': 0.25}
{'loss': 0.2582, 'grad_norm': 0.41828933358192444, 'learning_rate': 0.00019514317697253585, 'epoch': 0.25}
{'loss': 0.1688, 'grad_norm': 0.4000135064125061, 'learning_rate': 0.00019512234694241278, 'epoch': 0.25}
{'loss': 0.1729, 'grad_norm': 0.3502795100212097, 'learning_rate': 0.0001951014734562598, 'epoch': 0.25}
{'loss': 0.2014, 'grad_norm': 0.3397270441055298, 'learning_rate': 0.00019508055652361285, 'epoch': 0.25}
{'loss': 0.2528, 'grad_norm': 0.5208943486213684, 'learning_rate': 0.00019505959615402768, 'epoch': 0.26}
{'loss': 0.1876, 'grad_norm': 0.3075132668018341, 'learning_rate': 0.0001950385923570799, 'epoch': 0.26}
{'loss': 0.1789, 'grad_norm': 0.4066775441169739, 'learning_rate': 0.00019501754514236494, 'epoch': 0.26}
{'loss': 0.1897, 'grad_norm': 0.32217398285865784, 'learning_rate': 0.0001949964545194981, 'epoch': 0.26}
{'loss': 0.1694, 'grad_norm': 0.33583351969718933, 'learning_rate': 0.0001949753204981145, 'epoch': 0.26}
{'loss': 0.137, 'grad_norm': 0.41659337282180786, 'learning_rate': 0.00019495414308786909, 'epoch': 0.26}
{'loss': 0.1952, 'grad_norm': 0.2703634798526764, 'learning_rate': 0.00019493292229843658, 'epoch': 0.26}
{'loss': 0.1837, 'grad_norm': 0.31110095977783203, 'learning_rate': 0.00019491165813951162, 'epoch': 0.26}
{'loss': 0.2454, 'grad_norm': 0.4797934889793396, 'learning_rate': 0.0001948903506208086, 'epoch': 0.26}
{'loss': 0.1591, 'grad_norm': 0.47060346603393555, 'learning_rate': 0.00019486899975206166, 'epoch': 0.26}
{'loss': 0.2328, 'grad_norm': 0.4751266539096832, 'learning_rate': 0.00019484760554302485, 'epoch': 0.26}
{'loss': 0.1719, 'grad_norm': 0.4108891487121582, 'learning_rate': 0.00019482616800347197, 'epoch': 0.26}
{'loss': 0.2923, 'grad_norm': 0.3061501681804657, 'learning_rate': 0.00019480468714319662, 'epoch': 0.26}
{'loss': 0.2476, 'grad_norm': 0.5702371001243591, 'learning_rate': 0.00019478316297201218, 'epoch': 0.26}
{'loss': 0.1171, 'grad_norm': 0.3820549249649048, 'learning_rate': 0.0001947615954997519, 'epoch': 0.26}
{'loss': 0.129, 'grad_norm': 0.19241803884506226, 'learning_rate': 0.0001947399847362686, 'epoch': 0.26}
{'loss': 0.1545, 'grad_norm': 0.1932564228773117, 'learning_rate': 0.00019471833069143515, 'epoch': 0.26}
{'loss': 0.1927, 'grad_norm': 0.46767187118530273, 'learning_rate': 0.000194696633375144, 'epoch': 0.26}
{'loss': 0.2267, 'grad_norm': 0.5236737728118896, 'learning_rate': 0.00019467489279730745, 'epoch': 0.26}
{'loss': 0.1712, 'grad_norm': 0.35995036363601685, 'learning_rate': 0.0001946531089678575, 'epoch': 0.26}
{'loss': 0.2159, 'grad_norm': 0.3403318226337433, 'learning_rate': 0.000194631281896746, 'epoch': 0.26}
{'loss': 0.1386, 'grad_norm': 0.2805016040802002, 'learning_rate': 0.0001946094115939445, 'epoch': 0.26}
{'loss': 0.2155, 'grad_norm': 0.5199772119522095, 'learning_rate': 0.0001945874980694443, 'epoch': 0.26}
{'loss': 0.1949, 'grad_norm': 0.3196884095668793, 'learning_rate': 0.0001945655413332564, 'epoch': 0.26}
{'loss': 0.2321, 'grad_norm': 0.5223930478096008, 'learning_rate': 0.00019454354139541172, 'epoch': 0.27}
{'loss': 0.1902, 'grad_norm': 0.306277871131897, 'learning_rate': 0.00019452149826596065, 'epoch': 0.27}
{'loss': 0.3096, 'grad_norm': 0.8902697563171387, 'learning_rate': 0.00019449941195497355, 'epoch': 0.27}
{'loss': 0.2282, 'grad_norm': 0.4742235839366913, 'learning_rate': 0.00019447728247254037, 'epoch': 0.27}
{'loss': 0.2136, 'grad_norm': 0.4506620764732361, 'learning_rate': 0.0001944551098287708, 'epoch': 0.27}
{'loss': 0.163, 'grad_norm': 0.24227485060691833, 'learning_rate': 0.0001944328940337943, 'epoch': 0.27}
{'loss': 0.2177, 'grad_norm': 0.5919201374053955, 'learning_rate': 0.00019441063509776, 'epoch': 0.27}
{'loss': 0.2033, 'grad_norm': 0.47215503454208374, 'learning_rate': 0.00019438833303083678, 'epoch': 0.27}
{'loss': 0.205, 'grad_norm': 0.3414982557296753, 'learning_rate': 0.00019436598784321313, 'epoch': 0.27}
{'loss': 0.1988, 'grad_norm': 0.3680788278579712, 'learning_rate': 0.00019434359954509739, 'epoch': 0.27}
{'loss': 0.225, 'grad_norm': 0.2643555998802185, 'learning_rate': 0.0001943211681467174, 'epoch': 0.27}
{'loss': 0.2308, 'grad_norm': 0.30546051263809204, 'learning_rate': 0.00019429869365832092, 'epoch': 0.27}
{'loss': 0.1588, 'grad_norm': 0.433137446641922, 'learning_rate': 0.00019427617609017522, 'epoch': 0.27}
{'loss': 0.1999, 'grad_norm': 0.213315948843956, 'learning_rate': 0.00019425361545256727, 'epoch': 0.27}
{'loss': 0.1265, 'grad_norm': 0.2636449635028839, 'learning_rate': 0.0001942310117558038, 'epoch': 0.27}
{'loss': 0.1632, 'grad_norm': 0.29063665866851807, 'learning_rate': 0.00019420836501021115, 'epoch': 0.27}
{'loss': 0.1693, 'grad_norm': 0.2391061633825302, 'learning_rate': 0.00019418567522613535, 'epoch': 0.27}
{'loss': 0.2202, 'grad_norm': 0.3815804719924927, 'learning_rate': 0.00019416294241394208, 'epoch': 0.27}
{'loss': 0.2572, 'grad_norm': 0.35728004574775696, 'learning_rate': 0.00019414016658401666, 'epoch': 0.27}
{'loss': 0.1844, 'grad_norm': 0.40183159708976746, 'learning_rate': 0.00019411734774676405, 'epoch': 0.27}
{'loss': 0.2081, 'grad_norm': 0.30606669187545776, 'learning_rate': 0.00019409448591260897, 'epoch': 0.27}
{'loss': 0.2634, 'grad_norm': 0.25253772735595703, 'learning_rate': 0.00019407158109199565, 'epoch': 0.27}
{'loss': 0.1578, 'grad_norm': 0.22833777964115143, 'learning_rate': 0.000194048633295388, 'epoch': 0.27}
{'loss': 0.2289, 'grad_norm': 0.28473371267318726, 'learning_rate': 0.0001940256425332696, 'epoch': 0.27}
{'loss': 0.1405, 'grad_norm': 0.1982303112745285, 'learning_rate': 0.00019400260881614366, 'epoch': 0.28}
{'loss': 0.3031, 'grad_norm': 0.32301440834999084, 'learning_rate': 0.0001939795321545329, 'epoch': 0.28}
{'loss': 0.2277, 'grad_norm': 0.29156315326690674, 'learning_rate': 0.0001939564125589798, 'epoch': 0.28}
{'loss': 0.2638, 'grad_norm': 0.31828203797340393, 'learning_rate': 0.0001939332500400464, 'epoch': 0.28}
{'loss': 0.244, 'grad_norm': 0.26639649271965027, 'learning_rate': 0.00019391004460831432, 'epoch': 0.28}
{'loss': 0.177, 'grad_norm': 0.26207467913627625, 'learning_rate': 0.00019388679627438483, 'epoch': 0.28}
{'loss': 0.1476, 'grad_norm': 0.33795300126075745, 'learning_rate': 0.00019386350504887881, 'epoch': 0.28}
{'loss': 0.1669, 'grad_norm': 0.2973189651966095, 'learning_rate': 0.00019384017094243664, 'epoch': 0.28}
{'loss': 0.2987, 'grad_norm': 0.4654019773006439, 'learning_rate': 0.0001938167939657184, 'epoch': 0.28}
{'loss': 0.1599, 'grad_norm': 0.2688339948654175, 'learning_rate': 0.0001937933741294037, 'epoch': 0.28}
{'loss': 0.0986, 'grad_norm': 0.19868215918540955, 'learning_rate': 0.00019376991144419173, 'epoch': 0.28}
{'loss': 0.1832, 'grad_norm': 0.23971721529960632, 'learning_rate': 0.00019374640592080132, 'epoch': 0.28}
{'loss': 0.1144, 'grad_norm': 0.22740595042705536, 'learning_rate': 0.00019372285756997072, 'epoch': 0.28}
{'loss': 0.1415, 'grad_norm': 0.3794163167476654, 'learning_rate': 0.00019369926640245796, 'epoch': 0.28}
{'loss': 0.2563, 'grad_norm': 0.333761990070343, 'learning_rate': 0.00019367563242904038, 'epoch': 0.28}
{'loss': 0.2009, 'grad_norm': 0.3527298867702484, 'learning_rate': 0.00019365195566051514, 'epoch': 0.28}
{'loss': 0.2025, 'grad_norm': 0.3726288974285126, 'learning_rate': 0.0001936282361076987, 'epoch': 0.28}
{'loss': 0.1545, 'grad_norm': 0.33500897884368896, 'learning_rate': 0.00019360447378142728, 'epoch': 0.28}
{'loss': 0.234, 'grad_norm': 0.3618014454841614, 'learning_rate': 0.00019358066869255649, 'epoch': 0.28}
{'loss': 0.2047, 'grad_norm': 0.317238986492157, 'learning_rate': 0.00019355682085196157, 'epoch': 0.28}
{'loss': 0.1567, 'grad_norm': 0.5291199088096619, 'learning_rate': 0.00019353293027053723, 'epoch': 0.28}
{'loss': 0.2678, 'grad_norm': 0.3312627971172333, 'learning_rate': 0.0001935089969591977, 'epoch': 0.28}
{'loss': 0.133, 'grad_norm': 0.3379145860671997, 'learning_rate': 0.0001934850209288768, 'epoch': 0.28}
{'loss': 0.181, 'grad_norm': 0.34395039081573486, 'learning_rate': 0.0001934610021905278, 'epoch': 0.28}
{'loss': 0.166, 'grad_norm': 0.3731894791126251, 'learning_rate': 0.00019343694075512352, 'epoch': 0.29}
{'loss': 0.2976, 'grad_norm': 0.43549662828445435, 'learning_rate': 0.00019341283663365627, 'epoch': 0.29}
{'loss': 0.3168, 'grad_norm': 0.4253794252872467, 'learning_rate': 0.00019338868983713786, 'epoch': 0.29}
{'loss': 0.2401, 'grad_norm': 0.393901526927948, 'learning_rate': 0.0001933645003765996, 'epoch': 0.29}
{'loss': 0.2415, 'grad_norm': 0.3279762268066406, 'learning_rate': 0.0001933402682630923, 'epoch': 0.29}
{'loss': 0.1923, 'grad_norm': 0.3338199257850647, 'learning_rate': 0.00019331599350768622, 'epoch': 0.29}
{'loss': 0.1881, 'grad_norm': 0.5368515849113464, 'learning_rate': 0.00019329167612147115, 'epoch': 0.29}
{'loss': 0.1781, 'grad_norm': 0.5250461101531982, 'learning_rate': 0.0001932673161155563, 'epoch': 0.29}
{'loss': 0.128, 'grad_norm': 0.34749799966812134, 'learning_rate': 0.0001932429135010704, 'epoch': 0.29}
{'loss': 0.1742, 'grad_norm': 0.3357943892478943, 'learning_rate': 0.00019321846828916162, 'epoch': 0.29}
{'loss': 0.2357, 'grad_norm': 0.3559585511684418, 'learning_rate': 0.0001931939804909976, 'epoch': 0.29}
{'loss': 0.1392, 'grad_norm': 0.2500144839286804, 'learning_rate': 0.00019316945011776544, 'epoch': 0.29}
{'loss': 0.3129, 'grad_norm': 0.6897850036621094, 'learning_rate': 0.00019314487718067168, 'epoch': 0.29}
{'loss': 0.1604, 'grad_norm': 0.41652610898017883, 'learning_rate': 0.00019312026169094232, 'epoch': 0.29}
{'loss': 0.2439, 'grad_norm': 0.5201653242111206, 'learning_rate': 0.00019309560365982277, 'epoch': 0.29}
{'loss': 0.1493, 'grad_norm': 0.20946697890758514, 'learning_rate': 0.00019307090309857787, 'epoch': 0.29}
{'loss': 0.1837, 'grad_norm': 0.2744925618171692, 'learning_rate': 0.00019304616001849197, 'epoch': 0.29}
{'loss': 0.3155, 'grad_norm': 0.7647543549537659, 'learning_rate': 0.00019302137443086875, 'epoch': 0.29}
{'loss': 0.1903, 'grad_norm': 0.26544004678726196, 'learning_rate': 0.0001929965463470313, 'epoch': 0.29}
{'loss': 0.2331, 'grad_norm': 0.2509104609489441, 'learning_rate': 0.00019297167577832228, 'epoch': 0.29}
{'loss': 0.2348, 'grad_norm': 0.4081030786037445, 'learning_rate': 0.00019294676273610354, 'epoch': 0.29}
{'loss': 0.1782, 'grad_norm': 0.3618578314781189, 'learning_rate': 0.00019292180723175654, 'epoch': 0.29}
{'loss': 0.1769, 'grad_norm': 0.35957834124565125, 'learning_rate': 0.00019289680927668195, 'epoch': 0.29}
{'loss': 0.2694, 'grad_norm': 0.3648587763309479, 'learning_rate': 0.00019287176888229998, 'epoch': 0.29}
{'loss': 0.2122, 'grad_norm': 0.3417149782180786, 'learning_rate': 0.00019284668606005018, 'epoch': 0.3}
{'loss': 0.3103, 'grad_norm': 0.4722287058830261, 'learning_rate': 0.00019282156082139142, 'epoch': 0.3}
{'loss': 0.1435, 'grad_norm': 0.2519720494747162, 'learning_rate': 0.00019279639317780202, 'epoch': 0.3}
{'loss': 0.2101, 'grad_norm': 0.6638608574867249, 'learning_rate': 0.00019277118314077972, 'epoch': 0.3}
{'loss': 0.2, 'grad_norm': 0.34381192922592163, 'learning_rate': 0.0001927459307218415, 'epoch': 0.3}
{'loss': 0.1872, 'grad_norm': 0.28556081652641296, 'learning_rate': 0.00019272063593252377, 'epoch': 0.3}
{'loss': 0.1693, 'grad_norm': 0.31808868050575256, 'learning_rate': 0.00019269529878438227, 'epoch': 0.3}
{'loss': 0.319, 'grad_norm': 0.37464261054992676, 'learning_rate': 0.0001926699192889922, 'epoch': 0.3}
{'loss': 0.1923, 'grad_norm': 0.43696102499961853, 'learning_rate': 0.00019264449745794794, 'epoch': 0.3}
{'loss': 0.2357, 'grad_norm': 0.47075316309928894, 'learning_rate': 0.00019261903330286328, 'epoch': 0.3}
{'loss': 0.2694, 'grad_norm': 0.45390307903289795, 'learning_rate': 0.00019259352683537143, 'epoch': 0.3}
{'loss': 0.2793, 'grad_norm': 0.39626502990722656, 'learning_rate': 0.00019256797806712478, 'epoch': 0.3}
{'loss': 0.216, 'grad_norm': 0.5541647672653198, 'learning_rate': 0.00019254238700979517, 'epoch': 0.3}
{'loss': 0.1632, 'grad_norm': 0.45479699969291687, 'learning_rate': 0.00019251675367507368, 'epoch': 0.3}
{'loss': 0.1804, 'grad_norm': 0.2267514169216156, 'learning_rate': 0.00019249107807467076, 'epoch': 0.3}
{'loss': 0.1583, 'grad_norm': 0.3133407533168793, 'learning_rate': 0.0001924653602203161, 'epoch': 0.3}
{'loss': 0.2312, 'grad_norm': 0.6667520999908447, 'learning_rate': 0.00019243960012375877, 'epoch': 0.3}
{'loss': 0.2001, 'grad_norm': 0.34129467606544495, 'learning_rate': 0.0001924137977967671, 'epoch': 0.3}
{'loss': 0.1669, 'grad_norm': 0.3354407250881195, 'learning_rate': 0.0001923879532511287, 'epoch': 0.3}
{'loss': 0.2286, 'grad_norm': 0.2132968008518219, 'learning_rate': 0.00019236206649865048, 'epoch': 0.3}
{'loss': 0.1967, 'grad_norm': 0.20982813835144043, 'learning_rate': 0.00019233613755115868, 'epoch': 0.3}
{'loss': 0.1592, 'grad_norm': 0.2799934446811676, 'learning_rate': 0.0001923101664204987, 'epoch': 0.3}
{'loss': 0.2006, 'grad_norm': 0.4000403881072998, 'learning_rate': 0.00019228415311853538, 'epoch': 0.3}
{'loss': 0.1777, 'grad_norm': 0.319889098405838, 'learning_rate': 0.00019225809765715263, 'epoch': 0.3}
{'loss': 0.2203, 'grad_norm': 0.4194108545780182, 'learning_rate': 0.00019223200004825383, 'epoch': 0.31}
{'loss': 0.1649, 'grad_norm': 0.2070539891719818, 'learning_rate': 0.00019220586030376134, 'epoch': 0.31}
{'loss': 0.2427, 'grad_norm': 0.2102016806602478, 'learning_rate': 0.0001921796784356171, 'epoch': 0.31}
{'loss': 0.2611, 'grad_norm': 0.28474029898643494, 'learning_rate': 0.00019215345445578206, 'epoch': 0.31}
{'loss': 0.2211, 'grad_norm': 0.2927505671977997, 'learning_rate': 0.00019212718837623646, 'epoch': 0.31}
{'loss': 0.1562, 'grad_norm': 0.2908194065093994, 'learning_rate': 0.0001921008802089798, 'epoch': 0.31}
{'loss': 0.229, 'grad_norm': 0.24121424555778503, 'learning_rate': 0.00019207452996603078, 'epoch': 0.31}
{'loss': 0.1298, 'grad_norm': 0.303469717502594, 'learning_rate': 0.0001920481376594274, 'epoch': 0.31}
{'loss': 0.1986, 'grad_norm': 0.4329507648944855, 'learning_rate': 0.00019202170330122673, 'epoch': 0.31}
{'loss': 0.1746, 'grad_norm': 0.28489255905151367, 'learning_rate': 0.00019199522690350522, 'epoch': 0.31}
{'loss': 0.2712, 'grad_norm': 0.46170541644096375, 'learning_rate': 0.0001919687084783584, 'epoch': 0.31}
{'loss': 0.173, 'grad_norm': 0.25937211513519287, 'learning_rate': 0.00019194214803790102, 'epoch': 0.31}
{'loss': 0.1638, 'grad_norm': 0.2540615200996399, 'learning_rate': 0.00019191554559426705, 'epoch': 0.31}
{'loss': 0.2125, 'grad_norm': 0.3713456094264984, 'learning_rate': 0.00019188890115960967, 'epoch': 0.31}
{'loss': 0.2588, 'grad_norm': 0.44657227396965027, 'learning_rate': 0.00019186221474610125, 'epoch': 0.31}
{'loss': 0.239, 'grad_norm': 0.3065374791622162, 'learning_rate': 0.00019183548636593321, 'epoch': 0.31}
{'loss': 0.1397, 'grad_norm': 0.23094569146633148, 'learning_rate': 0.00019180871603131634, 'epoch': 0.31}
{'loss': 0.154, 'grad_norm': 0.28399431705474854, 'learning_rate': 0.00019178190375448043, 'epoch': 0.31}
{'loss': 0.2133, 'grad_norm': 0.4608609974384308, 'learning_rate': 0.0001917550495476745, 'epoch': 0.31}
{'loss': 0.0992, 'grad_norm': 0.22788086533546448, 'learning_rate': 0.00019172815342316675, 'epoch': 0.31}
{'loss': 0.209, 'grad_norm': 0.22753703594207764, 'learning_rate': 0.00019170121539324449, 'epoch': 0.31}
{'loss': 0.1466, 'grad_norm': 0.26947981119155884, 'learning_rate': 0.00019167423547021418, 'epoch': 0.31}
{'loss': 0.1794, 'grad_norm': 0.5692390203475952, 'learning_rate': 0.0001916472136664014, 'epoch': 0.31}
{'loss': 0.1881, 'grad_norm': 0.42768174409866333, 'learning_rate': 0.00019162014999415093, 'epoch': 0.31}
{'loss': 0.1871, 'grad_norm': 0.530670702457428, 'learning_rate': 0.0001915930444658266, 'epoch': 0.32}
{'loss': 0.2237, 'grad_norm': 0.265086829662323, 'learning_rate': 0.0001915658970938114, 'epoch': 0.32}
{'loss': 0.1519, 'grad_norm': 0.3325093686580658, 'learning_rate': 0.00019153870789050746, 'epoch': 0.32}
{'loss': 0.1181, 'grad_norm': 0.29912641644477844, 'learning_rate': 0.000191511476868336, 'epoch': 0.32}
{'loss': 0.1455, 'grad_norm': 0.23436959087848663, 'learning_rate': 0.0001914842040397373, 'epoch': 0.32}
{'loss': 0.1779, 'grad_norm': 0.4535728693008423, 'learning_rate': 0.00019145688941717075, 'epoch': 0.32}
{'loss': 0.1458, 'grad_norm': 0.3222455084323883, 'learning_rate': 0.0001914295330131149, 'epoch': 0.32}
{'loss': 0.1123, 'grad_norm': 0.23644645512104034, 'learning_rate': 0.00019140213484006736, 'epoch': 0.32}
{'loss': 0.1878, 'grad_norm': 0.3589935898780823, 'learning_rate': 0.00019137469491054478, 'epoch': 0.32}
{'loss': 0.1927, 'grad_norm': 0.2954404056072235, 'learning_rate': 0.0001913472132370829, 'epoch': 0.32}
{'loss': 0.1032, 'grad_norm': 0.2866811454296112, 'learning_rate': 0.0001913196898322366, 'epoch': 0.32}
{'loss': 0.1024, 'grad_norm': 0.21535256505012512, 'learning_rate': 0.00019129212470857975, 'epoch': 0.32}
{'loss': 0.2368, 'grad_norm': 0.5657785534858704, 'learning_rate': 0.00019126451787870527, 'epoch': 0.32}
{'loss': 0.1579, 'grad_norm': 0.2432352900505066, 'learning_rate': 0.00019123686935522516, 'epoch': 0.32}
{'loss': 0.2746, 'grad_norm': 0.725480318069458, 'learning_rate': 0.00019120917915077052, 'epoch': 0.32}
{'loss': 0.1299, 'grad_norm': 0.29602840542793274, 'learning_rate': 0.0001911814472779914, 'epoch': 0.32}
{'loss': 0.1682, 'grad_norm': 0.523185133934021, 'learning_rate': 0.00019115367374955694, 'epoch': 0.32}
{'loss': 0.1504, 'grad_norm': 0.4186084270477295, 'learning_rate': 0.0001911258585781553, 'epoch': 0.32}
{'loss': 0.1352, 'grad_norm': 0.5670286417007446, 'learning_rate': 0.00019109800177649362, 'epoch': 0.32}
{'loss': 0.2061, 'grad_norm': 0.5790387988090515, 'learning_rate': 0.00019107010335729817, 'epoch': 0.32}
{'loss': 0.2536, 'grad_norm': 0.40165290236473083, 'learning_rate': 0.0001910421633333141, 'epoch': 0.32}
{'loss': 0.1074, 'grad_norm': 0.3059855103492737, 'learning_rate': 0.00019101418171730568, 'epoch': 0.32}
{'loss': 0.1379, 'grad_norm': 0.2848132848739624, 'learning_rate': 0.00019098615852205614, 'epoch': 0.32}
{'loss': 0.159, 'grad_norm': 0.32260358333587646, 'learning_rate': 0.0001909580937603676, 'epoch': 0.32}
{'loss': 0.2054, 'grad_norm': 0.4473460018634796, 'learning_rate': 0.00019092998744506137, 'epoch': 0.33}
{'loss': 0.2486, 'grad_norm': 0.3842135965824127, 'learning_rate': 0.00019090183958897757, 'epoch': 0.33}
{'loss': 0.2317, 'grad_norm': 0.7516704797744751, 'learning_rate': 0.0001908736502049754, 'epoch': 0.33}
{'loss': 0.15, 'grad_norm': 0.27521979808807373, 'learning_rate': 0.00019084541930593297, 'epoch': 0.33}
{'loss': 0.1971, 'grad_norm': 0.3914649188518524, 'learning_rate': 0.00019081714690474745, 'epoch': 0.33}
{'loss': 0.1995, 'grad_norm': 0.6744870543479919, 'learning_rate': 0.00019078883301433484, 'epoch': 0.33}
{'loss': 0.1673, 'grad_norm': 0.29618173837661743, 'learning_rate': 0.0001907604776476302, 'epoch': 0.33}
{'loss': 0.2274, 'grad_norm': 0.3313339352607727, 'learning_rate': 0.00019073208081758747, 'epoch': 0.33}
{'loss': 0.2403, 'grad_norm': 0.3886485695838928, 'learning_rate': 0.00019070364253717954, 'epoch': 0.33}
{'loss': 0.1534, 'grad_norm': 0.2610710561275482, 'learning_rate': 0.00019067516281939825, 'epoch': 0.33}
{'loss': 0.2636, 'grad_norm': 0.7482725381851196, 'learning_rate': 0.00019064664167725445, 'epoch': 0.33}
{'loss': 0.1419, 'grad_norm': 0.2867862284183502, 'learning_rate': 0.00019061807912377777, 'epoch': 0.33}
{'loss': 0.1946, 'grad_norm': 0.5669281482696533, 'learning_rate': 0.00019058947517201687, 'epoch': 0.33}
{'loss': 0.1942, 'grad_norm': 0.6348194479942322, 'learning_rate': 0.00019056082983503924, 'epoch': 0.33}
{'loss': 0.2145, 'grad_norm': 0.326289564371109, 'learning_rate': 0.00019053214312593134, 'epoch': 0.33}
{'loss': 0.213, 'grad_norm': 0.6123272776603699, 'learning_rate': 0.00019050341505779853, 'epoch': 0.33}
{'loss': 0.2412, 'grad_norm': 0.4462142586708069, 'learning_rate': 0.000190474645643765, 'epoch': 0.33}
{'loss': 0.1924, 'grad_norm': 0.21596291661262512, 'learning_rate': 0.0001904458348969739, 'epoch': 0.33}
{'loss': 0.2553, 'grad_norm': 0.733390212059021, 'learning_rate': 0.0001904169828305872, 'epoch': 0.33}
{'loss': 0.2146, 'grad_norm': 0.3189309239387512, 'learning_rate': 0.00019038808945778582, 'epoch': 0.33}
{'loss': 0.1807, 'grad_norm': 0.3489871323108673, 'learning_rate': 0.0001903591547917695, 'epoch': 0.33}
{'loss': 0.1433, 'grad_norm': 0.3200952112674713, 'learning_rate': 0.0001903301788457568, 'epoch': 0.33}
{'loss': 0.19, 'grad_norm': 0.2887125611305237, 'learning_rate': 0.00019030116163298527, 'epoch': 0.33}
{'loss': 0.1612, 'grad_norm': 0.3825366199016571, 'learning_rate': 0.00019027210316671124, 'epoch': 0.33}
{'loss': 0.2061, 'grad_norm': 0.3358159065246582, 'learning_rate': 0.00019024300346020984, 'epoch': 0.34}
{'loss': 0.1489, 'grad_norm': 0.3272973299026489, 'learning_rate': 0.00019021386252677508, 'epoch': 0.34}
{'loss': 0.2089, 'grad_norm': 0.3001622259616852, 'learning_rate': 0.0001901846803797198, 'epoch': 0.34}
{'loss': 0.208, 'grad_norm': 0.34671905636787415, 'learning_rate': 0.00019015545703237574, 'epoch': 0.34}
{'loss': 0.1396, 'grad_norm': 0.27989158034324646, 'learning_rate': 0.00019012619249809333, 'epoch': 0.34}
{'loss': 0.1285, 'grad_norm': 0.4149084687232971, 'learning_rate': 0.0001900968867902419, 'epoch': 0.34}
{'loss': 0.1839, 'grad_norm': 0.3306681215763092, 'learning_rate': 0.0001900675399222096, 'epoch': 0.34}
{'loss': 0.1211, 'grad_norm': 0.2706080377101898, 'learning_rate': 0.00019003815190740336, 'epoch': 0.34}
{'loss': 0.1562, 'grad_norm': 0.25287750363349915, 'learning_rate': 0.00019000872275924885, 'epoch': 0.34}
{'loss': 0.1907, 'grad_norm': 0.4868217408657074, 'learning_rate': 0.0001899792524911906, 'epoch': 0.34}
{'loss': 0.1189, 'grad_norm': 0.3651582896709442, 'learning_rate': 0.000189949741116692, 'epoch': 0.34}
{'loss': 0.1491, 'grad_norm': 0.41667619347572327, 'learning_rate': 0.000189920188649235, 'epoch': 0.34}
